loc;unit size
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnP1StringAndBinary.java|(2002,119,<62,1>,<65,2>);4
|java+compilationUnit:///src/smallsql/database/SSPreparedStatement.java|(10814,288,<313,4>,<317,5>);4
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(9592,133,<305,1>,<308,2>);4
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(22681,104,<663,4>,<666,5>);4
|java+compilationUnit:///src/smallsql/database/MemoryStream.java|(1727,97,<56,1>,<59,2>);4
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(6020,128,<234,4>,<237,5>);4
|java+compilationUnit:///src/smallsql/junit/TestDataTypes.java|(2942,103,<63,4>,<66,5>);4
|java+compilationUnit:///src/smallsql/database/ExpressionInSelect.java|(2271,117,<71,1>,<74,2>);4
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(3688,156,<125,1>,<128,2>);4
|java+compilationUnit:///src/smallsql/database/Distinct.java|(1555,121,<47,1>,<50,2>);4
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(16749,139,<570,1>,<573,2>);4
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(16959,457,<762,4>,<766,5>);4
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(2339,140,<85,4>,<88,5>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnInt.java|(2127,108,<81,1>,<84,2>);4
|java+compilationUnit:///src/smallsql/database/Join.java|(2895,191,<105,1>,<108,2>);4
|java+compilationUnit:///src/smallsql/junit/TestFunctions.java|(22395,115,<368,4>,<371,5>);4
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(74143,166,<1925,4>,<1928,5>);4
|java+compilationUnit:///src/smallsql/database/Table.java|(8733,227,<254,4>,<257,5>);4
|java+compilationUnit:///src/smallsql/database/Distinct.java|(2921,58,<123,1>,<126,2>);4
|java+compilationUnit:///src/smallsql/database/SSPreparedStatement.java|(2146,115,<60,4>,<63,5>);4
|java+compilationUnit:///src/smallsql/junit/TestOperatoren.java|(5025,116,<90,4>,<93,5>);4
|java+compilationUnit:///src/smallsql/database/SSPreparedStatement.java|(10520,288,<308,4>,<312,5>);4
|java+compilationUnit:///src/smallsql/database/ExpressionName.java|(1538,137,<44,4>,<48,5>);4
|java+compilationUnit:///src/smallsql/database/SSPreparedStatement.java|(5081,188,<150,4>,<153,5>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionTimestampAdd.java|(1520,202,<45,1>,<48,2>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnString.java|(1697,115,<54,1>,<57,2>);4
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(22435,178,<649,4>,<652,5>);4
|java+compilationUnit:///src/smallsql/database/SSPreparedStatement.java|(2273,104,<65,4>,<68,5>);4
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(9731,128,<310,1>,<313,2>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCase.java|(1758,113,<56,1>,<59,2>);4
|java+compilationUnit:///src/smallsql/database/SSPreparedStatement.java|(3479,180,<102,4>,<105,5>);4
|java+compilationUnit:///src/smallsql/database/SortedResult.java|(7427,60,<281,1>,<285,2>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionTimestampDiff.java|(4676,119,<148,1>,<151,2>);4
|java+compilationUnit:///src/smallsql/database/SSPreparedStatement.java|(3877,183,<114,4>,<117,5>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnString.java|(2322,135,<84,1>,<87,2>);4
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(17302,120,<504,4>,<507,5>);4
|java+compilationUnit:///src/smallsql/database/CommandInsert.java|(1812,94,<49,4>,<52,5>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCeiling.java|(1489,124,<40,4>,<43,5>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnP1Number.java|(2508,104,<85,1>,<88,2>);4
|java+compilationUnit:///src/smallsql/junit/TestExceptions.java|(3360,111,<70,4>,<73,5>);4
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(10333,165,<390,4>,<393,5>);4
|java+compilationUnit:///src/smallsql/database/SortedResult.java|(5433,123,<194,4>,<197,5>);4
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(2634,139,<97,4>,<100,5>);4
|java+compilationUnit:///src/smallsql/database/TableResult.java|(9924,147,<364,1>,<367,5>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionTimestampDiff.java|(2306,171,<70,1>,<73,2>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnP1StringAndBinary.java|(2128,123,<68,1>,<71,2>);4
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(10002,126,<320,1>,<323,2>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionLog.java|(1477,123,<40,4>,<43,5>);4
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(10186,135,<319,1>,<322,2>);4
|java+compilationUnit:///src/smallsql/database/NoFromResult.java|(1993,56,<79,1>,<82,2>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnP1StringAndBinary.java|(1758,115,<50,1>,<53,2>);4
|java+compilationUnit:///src/smallsql/database/Lobs.java|(1435,151,<43,1>,<46,2>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionPower.java|(1584,143,<44,4>,<47,5>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCos.java|(1477,123,<40,4>,<43,5>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnString.java|(1819,115,<60,1>,<63,2>);4
|java+compilationUnit:///src/smallsql/database/SmallSQLException.java|(3488,101,<115,1>,<118,2>);4
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(4363,134,<164,4>,<167,5>);4
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(17086,191,<580,4>,<583,5>);4
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(10152,171,<384,4>,<387,5>);4
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(7536,147,<239,1>,<242,2>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionDegrees.java|(1488,129,<40,4>,<43,5>);4
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(8203,167,<263,1>,<266,2>);4
|java+compilationUnit:///src/smallsql/database/TableResult.java|(9486,138,<349,1>,<352,5>);4
|java+compilationUnit:///src/smallsql/database/Scrollable.java|(5324,60,<220,1>,<223,2>);4
|java+compilationUnit:///src/smallsql/database/StorePageMap.java|(1775,199,<63,1>,<70,2>);4
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(3858,59,<131,1>,<134,2>);4
|java+compilationUnit:///src/smallsql/database/FileIndexNode.java|(1871,142,<59,4>,<62,5>);4
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(10137,128,<326,1>,<329,2>);4
|java+compilationUnit:///src/smallsql/database/Distinct.java|(1684,95,<53,1>,<56,2>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionDayOfWeek.java|(1561,124,<48,1>,<51,2>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionTimestampDiff.java|(4802,108,<154,1>,<157,2>);4
|java+compilationUnit:///src/smallsql/database/Identity.java|(2638,108,<82,1>,<85,2>);4
|java+compilationUnit:///src/smallsql/database/Where.java|(3279,109,<128,1>,<131,2>);4
|java+compilationUnit:///src/smallsql/database/Money.java|(3761,132,<130,1>,<133,2>);4
|java+compilationUnit:///src/smallsql/database/CommandUpdate.java|(1565,357,<50,1>,<62,2>);4
|java+compilationUnit:///src/smallsql/database/NoFromResult.java|(1791,57,<63,1>,<66,2>);4
|java+compilationUnit:///src/smallsql/database/Table.java|(8978,310,<260,4>,<266,2>);4
|java+compilationUnit:///src/smallsql/database/SortedResult.java|(3273,74,<115,1>,<118,2>);4
|java+compilationUnit:///src/smallsql/database/SSPreparedStatement.java|(6847,159,<200,4>,<203,5>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionMod.java|(1582,120,<46,4>,<49,5>);4
|java+compilationUnit:///src/smallsql/database/TableResult.java|(9775,144,<359,1>,<362,5>);4
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(5324,146,<204,4>,<207,5>);4
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnString.java|(1559,131,<48,1>,<51,2>);4
|java+compilationUnit:///src/smallsql/database/Identity.java|(2934,63,<96,1>,<99,2>);4
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(5924,58,<244,1>,<247,2>);4
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(6026,131,<186,1>,<189,2>);4
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(7383,144,<233,1>,<236,2>);4
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(5019,106,<192,1>,<195,2>);4
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(16783,225,<533,1>,<539,5>);3
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(12366,74,<455,4>,<457,5>);3
|java+compilationUnit:///src/smallsql/database/CommandTable.java|(2398,74,<73,4>,<75,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(11753,104,<620,4>,<622,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(18413,120,<558,4>,<560,5>);3
|java+compilationUnit:///src/smallsql/database/LongTreeList.java|(17649,41,<620,1>,<622,2>);3
|java+compilationUnit:///src/smallsql/junit/TestOperatoren.java|(11600,133,<261,4>,<263,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionConvert.java|(2654,116,<94,1>,<96,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(9621,295,<244,4>,<247,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(3570,110,<107,4>,<109,5>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(5923,80,<242,1>,<244,2>);3
|java+compilationUnit:///src/smallsql/database/Where.java|(3576,71,<144,1>,<146,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnInt.java|(1700,63,<55,1>,<57,2>);3
|java+compilationUnit:///src/smallsql/database/Money.java|(3900,65,<136,1>,<138,2>);3
|java+compilationUnit:///src/smallsql/database/NoFromResult.java|(2645,78,<118,1>,<120,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(2138,53,<70,4>,<72,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionDifference.java|(1565,94,<48,4>,<50,5>);3
|java+compilationUnit:///src/smallsql/database/NoFromResult.java|(2846,48,<133,1>,<135,2>);3
|java+compilationUnit:///src/smallsql/database/TableViewMap.java|(2528,57,<79,4>,<81,5>);3
|java+compilationUnit:///src/smallsql/database/Distinct.java|(3062,66,<134,1>,<136,2>);3
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(2854,93,<98,1>,<100,2>);3
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(3831,135,<106,4>,<108,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(15164,55,<481,4>,<483,5>);3
|java+compilationUnit:///src/smallsql/database/ForeignKeys.java|(1583,37,<51,1>,<53,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(34327,91,<940,4>,<942,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(35874,326,<990,4>,<993,5>);3
|java+compilationUnit:///src/smallsql/database/Scrollable.java|(5174,67,<210,1>,<212,2>);3
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(74896,110,<1945,4>,<1947,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(10750,130,<261,4>,<263,5>);3
|java+compilationUnit:///src/smallsql/database/Scrollable.java|(5250,65,<215,1>,<217,2>);3
|java+compilationUnit:///src/smallsql/database/Columns.java|(1692,37,<54,1>,<56,2>);3
|java+compilationUnit:///src/smallsql/database/Money.java|(1639,79,<52,4>,<54,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionTimestampDiff.java|(4602,67,<143,1>,<145,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionIIF.java|(3070,85,<128,1>,<130,2>);3
|java+compilationUnit:///src/smallsql/database/TableView.java|(5379,45,<157,1>,<159,2>);3
|java+compilationUnit:///src/smallsql/database/MutableDouble.java|(1627,49,<55,1>,<57,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(12437,86,<648,4>,<650,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(9102,66,<445,4>,<447,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(17418,148,<396,4>,<398,5>);3
|java+compilationUnit:///src/smallsql/database/Distinct.java|(1787,51,<59,1>,<61,2>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(2913,212,<89,4>,<95,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionTimestampAdd.java|(1731,60,<51,1>,<53,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(18809,130,<567,4>,<569,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(3397,72,<145,4>,<147,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(12904,174,<306,4>,<308,5>);3
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(4047,74,<134,4>,<136,5>);3
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(16596,137,<565,4>,<568,5>);3
|java+compilationUnit:///src/smallsql/junit/TestDeleteUpdate.java|(1447,61,<43,1>,<48,2>);3
|java+compilationUnit:///src/smallsql/database/Money.java|(2362,73,<82,4>,<84,5>);3
|java+compilationUnit:///src/smallsql/database/SortedResult.java|(6987,58,<255,1>,<257,2>);3
|java+compilationUnit:///src/smallsql/database/SSSavepoint.java|(1737,53,<60,1>,<62,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(6876,247,<202,4>,<205,5>);3
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(3853,186,<129,4>,<132,5>);3
|java+compilationUnit:///src/smallsql/database/Expression.java|(1934,46,<55,1>,<57,2>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(5731,68,<244,1>,<246,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(11184,133,<270,4>,<272,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(11181,63,<580,4>,<582,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionName.java|(4679,107,<165,1>,<171,2>);3
|java+compilationUnit:///src/smallsql/database/StoreNoCurrentRow.java|(2228,86,<80,1>,<82,2>);3
|java+compilationUnit:///src/smallsql/database/MutableDouble.java|(1512,50,<47,1>,<49,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionIIF.java|(1469,51,<43,1>,<45,2>);3
|java+compilationUnit:///src/smallsql/database/Distinct.java|(2737,108,<112,1>,<114,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionDifference.java|(1491,64,<43,1>,<45,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(11740,136,<282,4>,<284,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(15575,135,<357,4>,<359,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(20670,173,<606,4>,<608,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(10541,58,<535,4>,<537,5>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(3458,95,<128,1>,<130,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(19788,136,<588,4>,<590,5>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(3991,114,<153,1>,<155,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionAbs.java|(1731,88,<53,4>,<55,5>);3
|java+compilationUnit:///src/smallsql/database/ColumnExpression.java|(2119,54,<87,1>,<89,2>);3
|java+compilationUnit:///src/smallsql/database/DateTime.java|(3394,85,<104,1>,<106,2>);3
|java+compilationUnit:///src/smallsql/database/Identity.java|(3295,75,<121,4>,<123,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunction.java|(2115,112,<60,4>,<62,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(3686,113,<110,4>,<112,5>);3
|java+compilationUnit:///src/smallsql/database/SortedResult.java|(7565,172,<294,4>,<299,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionLeft.java|(1492,58,<42,1>,<44,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(1760,162,<51,4>,<53,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionName.java|(3192,88,<110,4>,<112,5>);3
|java+compilationUnit:///src/smallsql/database/Column.java|(3721,61,<132,4>,<134,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(9151,135,<255,4>,<257,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(24812,121,<741,4>,<743,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionName.java|(5487,48,<210,1>,<212,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(2753,69,<110,4>,<112,5>);3
|java+compilationUnit:///src/smallsql/database/FileIndex.java|(3608,64,<110,4>,<112,5>);3
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(9884,132,<328,4>,<330,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(15237,99,<486,4>,<488,5>);3
|java+compilationUnit:///src/smallsql/database/Index.java|(15588,103,<471,1>,<473,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(8841,76,<430,4>,<432,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(13763,177,<321,4>,<323,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(3739,78,<165,4>,<167,5>);3
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(3660,185,<124,4>,<127,5>);3
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(16441,68,<477,4>,<479,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(4008,68,<180,4>,<182,5>);3
|java+compilationUnit:///src/smallsql/database/RowSource.java|(3214,105,<122,1>,<124,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(11319,72,<590,4>,<592,5>);3
|java+compilationUnit:///src/smallsql/database/SortedResult.java|(7978,281,<309,4>,<315,5>);3
|java+compilationUnit:///src/smallsql/database/MutableFloat.java|(1615,49,<55,1>,<57,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(9347,268,<240,4>,<243,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(9088,253,<236,4>,<239,5>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(5137,69,<209,1>,<211,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(28704,130,<852,4>,<854,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSetMetaData.java|(2424,155,<75,4>,<77,5>);3
|java+compilationUnit:///src/smallsql/database/Column.java|(3249,64,<107,4>,<109,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(17907,85,<537,4>,<539,5>);3
|java+compilationUnit:///src/smallsql/database/Command.java|(2313,80,<78,4>,<80,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionTimestampDiff.java|(2551,85,<80,1>,<82,2>);3
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(17262,78,<553,1>,<555,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(33714,93,<910,1>,<912,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(17107,146,<529,4>,<531,5>);3
|java+compilationUnit:///src/smallsql/database/JoinScroll.java|(6286,120,<178,4>,<180,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(10098,188,<251,4>,<253,5>);3
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(60000,146,<1542,4>,<1547,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(9339,73,<460,4>,<462,5>);3
|java+compilationUnit:///src/smallsql/database/Scrollable.java|(5077,90,<205,1>,<207,2>);3
|java+compilationUnit:///src/smallsql/database/TableViewMap.java|(2313,99,<69,4>,<71,5>);3
|java+compilationUnit:///src/smallsql/database/DateTime.java|(21675,92,<710,1>,<712,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionSign.java|(1479,58,<43,1>,<45,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnFloat.java|(2462,59,<82,1>,<84,2>);3
|java+compilationUnit:///src/smallsql/database/NoFromResult.java|(2731,49,<123,1>,<125,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(21189,136,<615,4>,<617,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(7335,66,<340,4>,<342,5>);3
|java+compilationUnit:///src/smallsql/database/Index.java|(14655,338,<436,1>,<446,68>);3
|java+compilationUnit:///src/smallsql/database/Scrollable.java|(5025,45,<200,1>,<202,2>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(2930,110,<109,1>,<111,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSetMetaData.java|(7058,129,<236,4>,<238,5>);3
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(8697,183,<287,4>,<289,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionUCase.java|(1494,59,<42,1>,<44,2>);3
|java+compilationUnit:///src/smallsql/database/Expression.java|(2207,47,<71,1>,<73,2>);3
|java+compilationUnit:///src/smallsql/database/MutableLong.java|(1557,48,<51,1>,<53,2>);3
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(12625,71,<344,4>,<346,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(8661,77,<420,4>,<422,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionLTrim.java|(1494,59,<42,1>,<44,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(9885,76,<495,4>,<497,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionConvert.java|(2544,102,<89,1>,<91,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionName.java|(2709,85,<90,4>,<92,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(21029,154,<612,4>,<614,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnInt.java|(1916,72,<70,1>,<72,2>);3
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(3576,80,<133,1>,<135,2>);3
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(9898,42,<354,1>,<356,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(18664,139,<564,4>,<566,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(2491,62,<95,4>,<97,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionName.java|(4915,47,<182,1>,<184,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionTimestampAdd.java|(3444,62,<112,1>,<114,2>);3
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(3475,94,<128,1>,<130,2>);3
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(9092,80,<344,4>,<346,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(10495,249,<257,4>,<260,5>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(2681,45,<96,1>,<98,2>);3
|java+compilationUnit:///src/smallsql/database/CommandTable.java|(1956,312,<56,4>,<65,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(34143,69,<930,4>,<932,5>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(2829,66,<84,1>,<86,2>);3
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(4134,55,<142,1>,<144,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionSoundex.java|(1498,61,<42,1>,<44,2>);3
|java+compilationUnit:///src/smallsql/database/MutableFloat.java|(1507,50,<47,1>,<49,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(15170,126,<348,4>,<350,5>);3
|java+compilationUnit:///src/smallsql/database/StorePageMap.java|(2170,209,<86,1>,<93,2>);3
|java+compilationUnit:///src/smallsql/database/StoreNull.java|(2023,84,<74,1>,<76,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(11613,58,<610,4>,<612,5>);3
|java+compilationUnit:///src/smallsql/database/NoFromResult.java|(1616,44,<51,1>,<53,2>);3
|java+compilationUnit:///src/smallsql/database/TableViewMap.java|(2422,96,<74,4>,<76,5>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(6475,89,<266,1>,<268,2>);3
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(10887,119,<316,1>,<321,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(16856,129,<384,4>,<386,5>);3
|java+compilationUnit:///src/smallsql/junit/BasicTestCase.java|(14295,236,<363,4>,<372,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnInt.java|(1546,66,<45,1>,<47,2>);3
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(4066,158,<152,4>,<155,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(10963,55,<565,4>,<567,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(15132,85,<454,4>,<456,5>);3
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(10327,138,<283,4>,<289,5>);3
|java+compilationUnit:///src/smallsql/database/ColumnExpression.java|(1614,59,<47,1>,<49,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(17943,275,<546,4>,<549,5>);3
|java+compilationUnit:///src/smallsql/database/LongTreeList.java|(5103,94,<163,1>,<169,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCase.java|(3067,77,<119,1>,<121,2>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(4223,104,<163,1>,<165,2>);3
|java+compilationUnit:///src/smallsql/database/Where.java|(3654,108,<149,1>,<151,2>);3
|java+compilationUnit:///src/smallsql/junit/TestDataTypes.java|(3362,48,<79,4>,<81,5>);3
|java+compilationUnit:///src/smallsql/database/ColumnExpression.java|(1682,48,<52,1>,<54,2>);3
|java+compilationUnit:///src/smallsql/database/Expressions.java|(1499,66,<47,1>,<49,2>);3
|java+compilationUnit:///src/smallsql/database/StoreNull.java|(1775,54,<61,1>,<63,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(16081,143,<508,4>,<510,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(23699,60,<707,4>,<709,5>);3
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(11725,113,<361,1>,<366,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(15354,97,<491,4>,<493,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(28456,230,<846,4>,<849,5>);3
|java+compilationUnit:///src/smallsql/database/Join.java|(2648,32,<94,1>,<96,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(16724,126,<381,4>,<383,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(18838,82,<564,4>,<566,5>);3
